Region,ID,CENTRO,PROVINCIA,LAT,LONG,Fecha Reporte,Hora Reporte,Camas Disponibles,Casos Ingresados Sospechosos,Casos Ingresados Confirmados,Casos Ingresados,% Disponibilidad,Fallecidos,Ingresados 
R7,141, VILLA VASQUEZ,MONTE CRISTI,19.736781,-71.444145,12/29/2023,9:05:04 AM,0,0,0,0,,0,0
R7,142, JOSE FAUSTO OVALLE,VALVERDE,19.5997,-70.9816,12/29/2023,7:44:44 AM,14,1,0,1,93.33%,0,0
R7,145, PADRE FANTINO,MONTE CRISTI,19.8508,-71.6452,12/29/2023,8:21:47 AM,10,0,0,0,100.00%,0,0
R7,147, RESTAURACION,DAJABON,19.3145,-71.6957,12/29/2023,8:00:09 AM,0,0,0,0,,0,0
R7,148, ING LUIS L BOGAERT,VALVERDE,19.5388,-71.0819,12/29/2023,8:16:43 AM,0,1,0,1,0.00%,0,0
R7,163, PARTIDO,DAJABON,19.476748,-71.54446,12/29/2023,8:23:37 AM,0,0,0,0,,0,0
R7,2053, JOSE FRANCISCO PENA GOMEZ,VALVERDE,19.555376,-71.076672,12/29/2023,9:15:42 AM,0,8,0,8,0.00%,1,6
R8,151, DRJUAN ANTONIO CASTILLO,LA VEGA,19.319508,-70.543876,12/29/2023,7:39:06 AM,8,0,0,0,100.00%,0,0
R8,157, SIGFREDO ALBA,SANCHEZ RAMIREZ,19.120591,-70.296595,12/29/2023,7:57:13 AM,6,4,0,4,60.00%,0,1
R8,158, MAIMON,MONSEÑOR NOUEL,18.903123,-70.267044,12/29/2023,9:14:10 AM,13,4,0,4,76.47%,0,1
R8,159, CEVICOS,SANCHEZ RAMIREZ,19.010435,-69.989657,12/29/2023,8:17:19 AM,0,0,0,0,,0,0
R8,160, OCTAVIA GAUTIER DE VIDAL,LA VEGA,19.124377,-70.641028,12/29/2023,8:25:53 AM,0,7,0,7,0.00%,0,3
R8,161, JIMIA ABAJO,LA VEGA,19.108553,-70.370683,12/29/2023,7:23:54 AM,1,3,0,3,25.00%,0,1
R8,2013, DR JOSE A COLUMNA,MONSEÑOR NOUEL,18.9400323,-70.411,12/29/2023,8:29:23 AM,3,0,0,0,100.00%,0,0
R0,11, SANTO CRISTO DE LOS MILAGROS,MONTE PLATA,18.7545,-69.631,1/2/2024,8:34:43 AM,6,0,0,0,100.00%,0,0
R0,13, YAMASA,MONTE PLATA,18.77,-70.02,1/2/2024,6:14:39 AM,5,3,0,3,62.50%,0,2
R0,14, BOCA CHICA,SANTO DOMINGO,18.434952,-69.633935,1/2/2024,8:36:33 AM,4,2,0,2,66.67%,0,2
R0,17, RODOLFO DE LA CRUZ LORA,SANTO DOMINGO,18.571946,-70.10317,1/2/2024,9:19:00 AM,10,0,0,0,100.00%,0,0
R0,31, DR MARCELINO VELEZ SANTANA,SANTO DOMINGO,18.473463,-69.971416,1/2/2024,7:19:54 AM,18,4,0,4,81.82%,0,1
R0,34, DR VINICIO CALVENTI,SANTO DOMINGO,18.526,-70.0535,1/2/2024,7:45:10 AM,2,4,0,4,33.33%,0,0
R0,36, ENGOMBE,SANTO DOMINGO,18.460937,-69.995418,1/2/2024,7:45:02 AM,1,4,0,4,20.00%,0,1
R0,1366, EL ALMIRANTE,SANTO DOMINGO,18.519908,-69.817726,1/2/2024,6:02:03 AM,0,0,0,0,,0,0
R0,1581, DR ANGEL CONTRERAS,MONTE PLATA,18.8049,-69.7895,1/2/2024,11:34:45 AM,2,7,0,7,22.22%,0,0
R0,2088, CIUDAD JUAN BOSH,SANTO DOMINGO,18.494,-69.7475,1/2/2024,8:12:45 AM,8,0,1,1,88.89%,0,0
R1,39, CAMBITA PUEBLO,SAN CRISTOBAL,18.457217,-70.176042,1/2/2024,9:44:20 AM,0,0,0,0,,0,0
R1,40, CAMBITA GARABITO,SAN CRISTOBAL,18.454091,-70.197736,1/2/2024,8:29:53 AM,3,1,0,1,75.00%,0,1
R1,48, SAN JOSE,SAN JOSE DE OCOA,18.542643,-70.508749,1/2/2024,8:54:41 AM,22,1,0,1,95.65%,0,1
R1,2060, DR RAFAEL J MANON,SAN CRISTOBAL,18.4096272,-70.1155559,1/2/2024,9:31:15 AM,4,0,0,0,100.00%,0,0
R2,52, JOSE CONTRERAS,ESPAILLAT,19.470503,-70.451454,1/2/2024,10:19:36 AM,1,0,0,0,100.00%,0,0
R2,53, TORIBIO BENCOSME,ESPAILLAT,19.38909,-70.518687,1/2/2024,8:32:00 AM,1,5,0,5,16.67%,0,1
R2,63, YRENE FERNANDEZ,SANTIAGO,19.3258,-70.819,1/2/2024,7:53:03 AM,0,0,0,0,,0,0
R2,65, SA8ANA IGLESIA,SANTIAGO,19.3235,-70.7531,1/2/2024,7:03:38 AM,7,1,0,1,87.50%,0,0
R2,75, NAPIER DIAZ,SANTIAGO,19.543484,-70.792479,1/2/2024,8:27:34 AM,0,0,0,0,,0,0
R2,76, LILIAN FERNANDEZ,SANTIAGO,19.566194,-70.872656,1/2/2024,9:45:56 AM,0,4,0,4,0.00%,0,1
R2,564, HATO DEL YAQUE,SANTIAGO,19.453,-70.7692,1/2/2024,8:17:51 AM,0,2,0,2,0.00%,0,0
R2,1652, PRESIDENTE ESTRELLA URENA,SANTIAGO,19.4673,-70.7112,1/2/2024,9:11:37 AM,0,6,0,6,0.00%,0,2
R2,1737, RAFAEL GUTIERREZ,ESPAILLAT,19.340542,-70.48148,1/2/2024,9:47:01 AM,10,0,0,0,100.00%,0,0
R3,78, CASTILLO,DUARTE,19.209166,-70.024442,1/2/2024,9:23:27 AM,8,0,0,0,100.00%,0,0
R3,81, SAN VICENTE DE PAUL,DUARTE,19.305187,-70.25579,1/2/2024,9:03:35 AM,17,3,1,4,80.95%,0,3
R3,82, ALICIA DE LEGENDRE,DUARTE,19.180204,-69.91486,1/2/2024,8:46:56 AM,0,0,0,0,,0,0
R3,83, PASCASIO TORIBIO PIANTINI,HERMANAS MIRABAL,19.373603,-70.419328,1/2/2024,8:30:55 AM,7,1,0,1,87.50%,0,0
R3,84, DR ANGEL CONCEPCION LAJARA,HERMANAS MIRABAL,19.369182,-70.354079,1/2/2024,8:28:32 AM,3,1,0,1,75.00%,0,0
R3,85, VILLA TAPIA,HERMANAS MIRABAL,19.307666,-70.422247,1/2/2024,8:49:10 AM,2,0,0,0,100.00%,0,0
R3,2084, DR CARLOS A ZAFRA,MARIA TRINIDAD SANCHEZ,19.3747,-69.8484,1/2/2024,10:09:11 AM,8,0,0,0,100.00%,0,0
R3,2085, DR ROMAN BAUTISTA BRACHE,HERMANAS MIRABAL,19.3763,-70.419,1/2/2024,8:16:35 AM,10,0,0,0,100.00%,0,0
R4,103, VICENTE NOBLE,BARAHONA,18.386504,-71.172309,1/2/2024,10:01:48 AM,5,1,0,1,83.33%,0,0
R4,105, GENERAL MELENCIANO,INDEPENDENCIA,18.492786,-71.851355,1/2/2024,10:57:40 AM,10,0,0,0,100.00%,0,0
R5,108, MICHES,EL SEIBO,18.982451,-69.0472,1/2/2024,9:59:18 AM,6,0,0,0,100.00%,0,0
R5,110, EL VALLE,HATO MAYOR,18.971278,-69.376237,1/2/2024,9:01:24 AM,19,0,0,0,100.00%,0,0
R5,113, EVANGELINA RODRIGUEZ PEROZO,LA ALTAGRACIA,18.43,-68.6795,1/2/2024,8:28:31 AM,10,0,0,0,100.00%,0,0
R5,115, GUAYMATE,LA ROMANA,18.587479,-68.977792,1/2/2024,5:53:52 AM,6,0,0,0,100.00%,0,0
R5,2384, VILLA HERMOSA,LA ROMANA, 18.492320 ,-69.033065,1/2/2024,7:08:56 AM,0,0,0,0,,0,0
R5,2391, VERON,LA ALTAGRACIA,,,1/2/2024,10:21:56 AM,0,0,0,0,,0,0
R6,124, GUAYABAL,AZUA,18.750798,-70.837028,1/2/2024,8:17:06 AM,9,1,0,1,90.00%,0,1
R6,125, NUESTRA SENIORA DEL CARMEN,AZUA,18.729671,-70.941549,1/2/2024,8:10:37 AM,12,0,0,0,100.00%,0,0
R6,126, PERALTA,AZUA,18.578447,-70.756257,1/2/2024,10:39:01 AM,9,0,1,1,90.00%,0,0
R6,127, BANCA,ELIAS PIÑA,19.080778,-71.698578,1/2/2024,8:22:48 AM,5,0,0,0,100.00%,0,0
R6,130, EL CERCADO,SAN JUAN,18.7261,-71.5145,1/2/2024,9:17:18 AM,14,1,0,1,93.33%,0,0
R6,131, JUAN DE HERRERA,SAN JUAN,18.877519,-71.246458,1/2/2024,8:19:26 AM,9,1,1,2,81.82%,0,0
R6,132, DR FEDERICO ARMANDO AYBAR,SAN JUAN,18.877502,-71.521026,1/2/2024,11:36:52 AM,45,0,0,0,100.00%,0,0
R7,135, JULIO ALVAREZ ACOSTA,MONTE CRISTI,19.715,-71.5009,1/2/2024,7:20:19 AM,0,0,0,0,,0,0
R7,140, GENERAL SANTIAGO RODRIGUEZ,SANTIAGO RODRIGUEZ,19.4783,-71.3416,1/2/2024,8:50:12 AM,1,5,1,6,14.29%,0,1
R7,142, JOSE FAUSTO OVALLE,VALVERDE,19.5997,-70.9816,1/2/2024,8:36:14 AM,13,2,0,2,86.67%,0,0
R7,147, RESTAURACION,DAJABON,19.3145,-71.6957,1/2/2024,8:17:14 AM,0,2,0,2,0.00%,0,2
R7,148, ING LUIS BOGAERT,VALVERDE,19.5388,-71.0819,1/2/2024,8:20:11 AM,0,2,0,2,0.00%,0,0
R7,163, PARTlDO,DAJABON,19.476748,-71.54446,1/2/2024,8:01:34 AM,12,0,0,0,100.00%,0,0
R7,2053, JOSE FRANCISCO PENA GOMEZ,VALVERDE,19.555376,-71.076672,1/2/2024,6:25:00 AM,6,0,0,0,100.00%,0,0
R8,151, DR JUAN ANTONIO CASTILLO,LA VEGA,19.319508,-70.543876,1/2/2024,8:04:11 AM,9,1,0,1,90.00%,0,0
R8,157, SIGFREDO ALBA,SANCHEZ RAMIREZ,19.120591,-70.296595,1/2/2024,7:21:37 AM,6,2,0,2,75.00%,0,0
R8,160, OCTAVIA GAUTIER DE VIDAL,LA VEGA,19.124377,-70.641028,1/2/2024,8:27:29 AM,0,0,0,0,,0,0
R8,161, JIMA ABAJO,LA VEGA,19.108553,-70.370683,1/2/2024,7:37:57 AM,4,0,0,0,100.00%,0,0
R8,902, CENTRO DE SALUD INTEGRAL Y DESARROLLO CENSAIDE,LA VEGA,19.218517,-70.534766,1/2/2024,9:30:51 AM,7,0,0,0,100.00%,0,0
R8,2013, DR JOSE A COLUMNA,MONSEÑOR NOUEL,18.9400323,-70.411,1/2/2024,8:17:04 AM,3,0,0,0,100.00%,0,0
R0,9, DR ROBERT REID CABRAL,DISTRITO NACIONAL,18.452469,-69.923584,1/4/2024,8:00:26 AM,5,22,10,32,13.51%,0,7
R0,11, SANTO CRISTO DE LOS MILAGROS,MONTE PLATA,18.7545,-69.631,1/4/2024,9:05:07 AM,4,2,0,2,66.67%,0,1
R0,13, YAMASA,MONTE PLATA,18.77,-70.02,1/4/2024,7:08:55 AM,4,4,0,4,50.00%,0,0
R0,14, BOCA CHICA,SANTO DOMINGO,18.434952,-69.633935,1/4/2024,8:45:12 AM,2,4,0,4,33.33%,0,0
R0,17, RODOLFO DE LA CRUZ LORA,SANTO DOMINGO,18.571946,-70.10317,1/4/2024,9:07:16 AM,7,3,0,3,70.00%,0,1
R0,31, DR MARCELINO VELEZ SANTANA,SANTO DOMINGO,18.473463,-69.971416,1/4/2024,7:48:24 AM,18,4,0,4,81.82%,0,2
R0,34, DR VINICIO CALVENTI,SANTO DOMINGO,18.526,-70.0535,1/4/2024,8:35:19 AM,4,2,0,2,66.67%,0,1
R0,36, ENGOMBE,SANTO DOMINGO,18.460937,-69.995418,1/4/2024,8:29:00 AM,3,1,0,1,75.00%,0,0
R0,1366, EL ALMIRANTE,SANTO DOMINGO,18.519908,-69.817726,1/4/2024,6:26:42 AM,3,2,0,2,60.00%,0,2
R1,39, CAMBITA PUEBLO,SAN CRISTOBAL,18.457217,-70.176042,1/4/2024,9:38:50 AM,9,4,0,4,69.23%,0,0
R1,40, CAMBITA GARABITO,SAN CRISTOBAL,18.454091,-70.197736,1/4/2024,8:41:20 AM,4,0,0,0,100.00%,0,0
R1,43, JUAN PABLO PINA,SAN CRISTOBAL,18.4186,-70.1146,1/4/2024,9:05:11 AM,5,5,2,7,41.67%,0,1
R1,46, VILLA ALTAGRACIA,SAN CRISTOBAL,18.669254,-70.169893,1/4/2024,9:14:33 AM,4,0,0,0,100.00%,0,0
R1,48, SAN JOSE,SAN JOSE DE OCOA,18.542643,-70.508749,1/4/2024,9:02:01 AM,15,5,4,9,62.50%,0,4
R2,52, JOSE CONTRERAS,ESPAILLAT,19.470503,-70.451454,1/4/2024,7:28:21 AM,1,0,0,0,100.00%,0,0
R2,65, SABANA IGLESIA,SANTIAGO,19.3235,-70.7531,1/4/2024,7:05:43 AM,8,0,0,0,100.00%,0,0
R2,75, NAPIER DIAZ,SANTIAGO,19.543484,-70.792479,1/4/2024,9:36:45 AM,2,3,1,4,33.33%,0,0
R2,76, LILIAN FERNANDEZ,SANTIAGO,19.566194,-70.872656,1/4/2024,8:45:51 AM,3,1,0,1,75.00%,0,1
R2,564, HATO DEL YAQUE,SANTIAGO,19.453,-70.7692,1/4/2024,7:52:17 AM,2,2,0,2,50.00%,0,0
R3,81, SAN VICENTE DE PAUL,DUARTE,19.305187,-70.25579,1/4/2024,7:23:05 AM,14,7,2,9,60.87%,0,7
R3,82, ALICIA DE LEGENDRE,DUARTE,19.180204,-69.91486,1/4/2024,8:39:38 AM,0,0,0,0,,0,0
R3,83, PASCASIO TORIBIO PIANTINI,HERMANAS MIRABAL,19.373603,-70.419328,1/4/2024,8:38:30 AM,7,1,1,2,77.78%,0,0
R3,84, DR ANGEL CONCEPCION LAJARA,HERMANAS MIRABAL,19.369182,-70.354079,1/4/2024,8:57:56 AM,3,1,0,1,75.00%,0,0
R3,85, VILLA TAPIA,HERMANAS MIRABAL,19.307666,-70.422247,1/4/2024,8:27:16 AM,2,0,0,0,100.00%,0,0
R3,90, PABLO ANTONIO PAULINO,SAMANA,19.312915,-69.546168,1/4/2024,9:27:52 AM,0,0,0,0,,0,0
R3,2085, DR ROMAN BAUTISTA BRACHE,HERMANAS MIRABAL,19.3763,-70.419,1/4/2024,8:16:08 AM,10,0,0,0,100.00%,0,0
R4,95, SAN BARTOLOME,BAHORUCO,18.48258,-71.414131,1/4/2024,8:18:00 AM,20,4,0,4,83.33%,0,2
R4,105, GENERAL MELENCIANO,INDEPENDENCIA,18.492786,-71.851355,1/4/2024,8:42:02 AM,8,2,0,2,80.00%,0,1
R5,110, EL VALLE,HATO MAYOR,18.971278,-69.376237,1/4/2024,9:01:29 AM,17,0,0,0,100.00%,0,0
R5,111, LEOPOLDO MARTINEZ,HATO MAYOR,18.760991,-69.250156,1/4/2024,7:37:49 AM,1,0,2,2,33.33%,0,2
R5,114, LAS LAGUNAS NISIBON,LA ALTAGRACIA,18.8377,-68.6701,1/4/2024,8:14:08 AM,0,0,0,0,,0,0
R5,115, GUAYMATE,LA ROMANA,18.587479,-68.977792,1/4/2024,6:35:05 AM,6,0,0,0,100.00%,0,0
R5,2391, VERON,LA ALTAGRACIA,,,1/4/2024,7:30:47 AM,0,0,0,0,,0,0
R6,124, GUAYABAL,AZUA,18.750798,-70.837028,1/4/2024,8:27:57 AM,9,4,0,4,69.23%,0,4
R6,125, NUESTRA SENIORA DEL CARMEN,AZUA,18.729671,-70.941549,1/4/2024,9:25:35 AM,12,0,0,0,100.00%,0,0
R6,126, PERALTA,AZUA,18.578447,-70.756257,1/4/2024,8:33:50 AM,8,1,1,2,80.00%,0,1
R6,127, BANCA,ELIAS PIÑA,19.080778,-71.698578,1/4/2024,6:03:53 AM,5,0,0,0,100.00%,0,0
R6,131, JUAN DE HERRERA,SAN JUAN,18.877519,-71.246458,1/4/2024,6:23:40 AM,5,2,4,6,45.45%,0,0
R6,134, VALLEJUELO,SAN JUAN,18.6537,-71.3369,1/4/2024,8:31:38 AM,9,1,0,1,90.00%,0,0
R7,135, JULIO ALVAREZ ACOSTA,MONTE CRISTI,19.715,-71.5009,1/4/2024,8:14:53 AM,0,0,0,0,,0,0
R7,137, PEPILLO SALCEDO,MONTE CRISTI,19.7007,-71.7514,1/4/2024,8:14:07 AM,0,0,0,0,,0,0
R7,139, MONCION,SANTIAGO RODRIGUEZ,19.4102,-71.1622,1/4/2024,8:04:58 AM,12,0,0,0,100.00%,0,0
R7,140, GENERAL SANTIAGO RODRGUEZ,SANTIAGO RODRIGUEZ,19.4783,-71.3416,1/4/2024,7:30:11 AM,1,5,0,5,16.67%,0,1
R7,145, PADRE FANTINO,MONTE CRISTI,19.8508,-71.6452,1/4/2024,8:29:46 AM,10,0,0,0,100.00%,0,0
R7,147, RESTAURACION,DAJABON,19.3145,-71.6957,1/4/2024,9:35:42 AM,0,0,0,0,,0,0
R7,148, ING LUIS L BOGAERT,VALVERDE,19.5388,-71.0819,1/4/2024,8:38:00 AM,2,0,0,0,100.00%,0,0
R7,163, PARTIDO,DAJABON,19.476748,-71.54446,1/4/2024,7:06:11 AM,0,0,0,0,,0,0
R7,2053, JOSE FRANCISCO PENA GOMEZ,VALVERDE,19.555376,-71.076672,1/4/2024,9:35:26 AM,5,1,0,1,83.33%,0,1
R8,151, DR JUAN ANTONIO CASTILLO,LA VEGA,19.319508,-70.543876,1/4/2024,7:39:40 AM,12,1,0,1,92.31%,0,0
R8,157, SIGFREDO ALBA,SANCHEZ RAMIREZ,19.120591,-70.296595,1/4/2024,7:39:20 AM,6,3,0,3,66.67%,0,0
R8,159, CEVICOS,SANCHEZ RAMIREZ,19.010435,-69.989657,1/4/2024,8:59:02 AM,0,0,0,0,,0,0
R8,160, OCTAVIA GAUTIER DE VIDAL,LA VEGA,19.124377,-70.641028,1/4/2024,8:24:34 AM,0,1,0,1,0.00%,0,1
R8,161, JIMA ABAJO,LA VEGA,19.108553,-70.370683,1/4/2024,7:33:06 AM,1,3,0,3,25.00%,0,1
R8,2013, DR JOSE A COLUMNA,MONSEÑOR NOUEL,18.9400323,-70.411,1/4/2024,7:53:30 AM,0,0,0,0,,0,0
R0,9, DR ROBERT REID CABRAL,DISTRITO NACIONAL,18.452469,-69.923584,1/5/2024,9:58:12 AM,0,28,15,43,0.00%,0,9
R0,11, SANTO CRISTO DE LOS MILAGROS,MONTE PLATA,18.7545,-69.631,1/5/2024,7:49:48 AM,3,3,0,3,50.00%,0,1
R0,13, YAMASA,MONTE PLATA,18.77,-70.02,1/5/2024,6:57:04 AM,4,4,0,4,50.00%,0,1
R0,14, BOCA CHICA,SANTO DOMINGO,18.434952,-69.633935,1/5/2024,8:23:26 AM,0,1,0,1,0.00%,0,0
R0,17, RODOLFO DE LA CRUZ LORA,SANTO DOMINGO,18.571946,-70.10317,1/5/2024,8:48:05 AM,8,1,0,1,88.89%,0,0
R0,31, DR MARCELINO VELEZ SANTANA,SANTO DOMINGO,18.473463,-69.971416,1/5/2024,7:26:27 AM,15,7,0,7,68.18%,0,2
R0,34, DR VINICIO CALVENTI,SANTO DOMINGO,18.526,-70.0535,1/5/2024,7:19:34 AM,4,2,0,2,66.67%,0,1
R0,36, ENGOMBE,SANTO DOMINGO,18.460937,-69.995418,1/5/2024,8:58:53 AM,2,3,0,3,40.00%,0,2
R0,1366, EL ALMIRANTE,SANTO DOMINGO,18.519908,-69.817726,1/5/2024,6:21:09 AM,2,3,0,3,40.00%,0,1
R0,2088, CIUDAD JUAN BOSH,SANTO DOMINGO,18.494,-69.7475,1/5/2024,8:06:20 AM,7,1,1,2,77.78%,0,1
R1,39, CAMBITA PUEBLO,SAN CRISTOBAL,18.457217,-70.176042,1/5/2024,8:52:30 AM,0,0,0,0,,0,0
R1,40, CAMBITA GARABITO,SAN CRISTOBAL,18.454091,-70.197736,1/5/2024,9:41:37 AM,4,0,0,0,100.00%,0,0
R1,43, JUAN PABLO PINA,SAN CRISTOBAL,18.4186,-70.1146,1/5/2024,9:26:48 AM,2,5,1,6,25.00%,0,1
R1,46, VILLA ALTAGRACIA,SAN CRISTOBAL,18.669254,-70.169893,1/5/2024,8:58:04 AM,4,0,0,0,100.00%,0,0
R1,48, SAN JOSE,SAN JOSE DE OCOA,18.542643,-70.508749,1/5/2024,10:21:35 AM,15,5,1,6,71.43%,0,3
R2,53, TORIBIO BENCOSME,ESPAILLAT,19.38909,-70.518687,1/5/2024,9:30:47 AM,0,9,0,9,0.00%,0,3
R2,63, YRENE FERNANDEZ,SANTIAGO,19.3258,-70.819,1/5/2024,8:22:00 AM,0,0,0,0,,0,0
R2,65, SABANA IGLESIA,SANTIAGO,19.3235,-70.7531,1/5/2024,6:50:36 AM,8,0,0,0,100.00%,0,0
R2,75, NAPIER DIAZ,SANTIAGO,19.543484,-70.792479,1/5/2024,9:08:53 AM,2,3,1,4,33.33%,0,0
R2,76, LILIAN FERNANDEZ,SANTIAGO,19.566194,-70.872656,1/5/2024,8:04:44 AM,2,2,0,2,50.00%,0,1
R2,564, HATO DEL YAQUE,SANTIAGO,19.453,-70.7692,1/5/2024,8:02:59 AM,1,2,0,2,33.33%,0,0
R3,78, CASTILLO,DUARTE,19.209166,-70.024442,1/5/2024,10:30:33 AM,7,1,0,1,87.50%,0,1
R3,81, SAN VICENTE DE PAUL,DUARTE,19.305187,-70.25579,1/5/2024,8:03:28 AM,13,8,2,10,56.52%,0,8
R3,82, ALICIA DE LEGENDRE,DUARTE,19.180204,-69.91486,1/5/2024,9:51:42 AM,0,0,0,0,,0,0
R3,83, PASCASIO TORIBIO PIANTINI,HERMANAS MIRABAL,19.373603,-70.419328,1/5/2024,8:32:32 AM,7,1,0,1,87.50%,0,1
R3,84, DR ANGEL CONCEPCION LAJARA,HERMANAS MIRABAL,19.369182,-70.354079,1/5/2024,8:37:58 AM,6,4,0,4,60.00%,0,2
R3,2084, DR CARLOS A ZAFRA,MARIA TRINIDAD SANCHEZ,19.3747,-69.8484,1/5/2024,9:11:25 AM,6,2,2,4,60.00%,0,1
R3,2085, DR ROMAN BAUTISTA BRACHE,HERMANAS MIRABAL,19.3763,-70.419,1/5/2024,9:23:47 AM,9,1,0,1,90.00%,0,1
R4,95, SAN BARTOLOME,BAHORUCO,18.48258,-71.414131,1/5/2024,9:48:49 AM,20,3,0,3,86.96%,0,0
R4,103, VICENTE NOBLE,BARAHONA,18.386504,-71.172309,1/5/2024,9:18:59 AM,6,0,0,0,100.00%,0,0
R5,108, MICHES,EL SEIBO,18.982451,-69.0472,1/5/2024,7:33:05 AM,5,2,0,2,71.43%,0,1
R5,110, EL VALLE,HATO MAYOR,18.971278,-69.376237,1/5/2024,9:09:03 AM,15,0,0,0,100.00%,0,0
R5,111, LEOPOLDO MARTINEZ,HATO MAYOR,18.760991,-69.250156,1/5/2024,7:11:50 AM,1,0,3,3,25.00%,0,1
R5,113, EVANGELINA RODRIGUEZ PEROZO,LA ALTAGRACIA,18.43,-68.6795,1/5/2024,8:41:36 AM,10,0,0,0,100.00%,0,0
R5,115, GUAYMATE,LA ROMANA,18.587479,-68.977792,1/5/2024,5:53:40 AM,6,0,0,0,100.00%,0,0
R5,2384, VILLA HERMOSA,LA ROMANA, 18.492320 ,-69.033065,1/5/2024,11:31:42 AM,0,0,0,0,,0,0
R5,2391, VERON,LA ALTAGRACIA,,,1/5/2024,8:37:38 AM,0,0,0,0,,0,0
R6,124, GUAYABAL,AZUA,18.750798,-70.837028,1/5/2024,8:26:56 AM,9,3,0,3,75.00%,0,3
R6,125, NUESTRA SENIORA DEL CARMEN,AZUA,18.729671,-70.941549,1/5/2024,8:24:10 AM,12,0,0,0,100.00%,0,0
R6,127, BANICA,ELIAS PIÑA,19.080778,-71.698578,1/5/2024,7:29:13 AM,5,0,0,0,100.00%,0,0
R6,130, EL CERCADO,SAN JUAN,18.7261,-71.5145,1/5/2024,7:37:54 AM,15,0,0,0,100.00%,0,0
R6,131, JUAN DE HERRERA,SAN JUAN,18.877519,-71.246458,1/5/2024,8:22:15 AM,8,1,2,3,72.73%,0,0
R6,132, DR FEDERICO ARMANDO AYBAR,SAN JUAN,18.877502,-71.521026,1/5/2024,9:08:14 AM,43,0,0,0,100.00%,0,0
R6,133, DR ALEJANDRO CABRAL,SAN JUAN,18.8031,-71.225,1/5/2024,10:13:28 AM,50,1,6,7,87.72%,0,0
R6,134, VALLEJUELO,SAN JUAN,18.6537,-71.3369,1/5/2024,8:23:27 AM,9,1,0,1,90.00%,0,0
R7,135, JULIO ALVAREZ ACOSTA,MONTE CRISTI,19.715,-71.5009,1/5/2024,8:21:22 AM,0,0,0,0,,0,0
R7,139, MONCION,SANTIAGO RODRIGUEZ,19.4102,-71.1622,1/5/2024,9:30:04 AM,12,0,0,0,100.00%,0,0
R7,140, GENERAL SANTIAGO RODRIGUEZ,SANTIAGO RODRIGUEZ,19.4783,-71.3416,1/5/2024,7:51:24 AM,2,4,0,4,33.33%,0,1
R7,142, JOSE FAUSTO OVALLE,VALVERDE,19.5997,-70.9816,1/5/2024,9:07:46 AM,9,6,0,6,60.00%,0,4
R7,145, PADRE FANTINO,MONTE CRISTI,19.8508,-71.6452,1/5/2024,8:55:52 AM,10,0,0,0,100.00%,0,0
R7,147, RESTAURACION,DAJABON,19.3145,-71.6957,1/5/2024,8:13:51 AM,0,0,0,0,,0,0
R7,148, ING LUIS L BOGAERT,VALVERDE,19.5388,-71.0819,1/5/2024,8:36:44 AM,2,0,0,0,100.00%,0,0
R7,163, PARTIDO,DAJABON,19.476748,-71.54446,1/5/2024,9:15:39 AM,0,0,0,0,,0,0
R7,2053, JOSE FRANCISCO PENA GOMEZ,VALVERDE,19.555376,-71.076672,1/5/2024,8:35:46 AM,4,2,0,2,66.67%,0,2
R8,151, DRJUAN ANTONIO CASTILLO,LA VEGA,19.319508,-70.543876,1/5/2024,8:05:01 AM,8,2,0,2,80.00%,0,0
R8,157, SIGFREDO ALBA,SANCHEZ RAMIREZ,19.120591,-70.296595,1/5/2024,8:40:41 AM,11,3,0,3,78.57%,0,1
R8,159, CEVICOS,SANCHEZ RAMIREZ,19.010435,-69.989657,1/5/2024,8:19:39 AM,0,0,0,0,,0,0
R8,160, OCTAVIA GAUTIER DE VIDAL,LA VEGA,19.124377,-70.641028,1/5/2024,8:26:34 AM,0,2,0,2,0.00%,0,2
R8,161, JIMIA ABAJO,LA VEGA,19.108553,-70.370683,1/5/2024,6:36:19 AM,2,2,0,2,50.00%,0,1
R8,902, CENTRO DE SALUD INTEGRAL Y DESARROLLO CENSAIDE,LA VEGA,19.218517,-70.534766,1/5/2024,7:57:26 AM,6,1,0,1,85.71%,0,0
R8,2013, DR JOSE A COLUMNA,MONSEÑOR NOUEL,18.9400323,-70.411,1/5/2024,8:27:44 AM,3,0,0,0,100.00%,0,0
R0,13, YAMASA,MONTE PLATA,18.77,-70.02,1/8/2024,6:48:36 AM,7,1,0,1,87.50%,0,0
R0,14, BOCA CHICA,SANTO DOMINGO,18.434952,-69.633935,1/8/2024,8:42:35 AM,4,1,0,1,80.00%,0,0
R0,17, RODOLFO DE LA CRUZ LORA,SANTO DOMINGO,18.571946,-70.10317,1/8/2024,8:53:31 AM,10,1,0,1,90.91%,0,0
R0,31, DR MARCELINO VELEZ SANTANA,SANTO DOMINGO,18.473463,-69.971416,1/8/2024,7:34:48 AM,21,1,1,2,91.30%,0,0
R0,34, DR VINICIO CALVENTI,SANTO DOMINGO,18.526,-70.0535,1/8/2024,7:35:16 AM,4,2,0,2,66.67%,0,0
R0,36, ENGOMBE,SANTO DOMINGO,18.460937,-69.995418,1/8/2024,8:08:53 AM,0,2,0,2,0.00%,0,1
R0,1366, EL ALMIRANTE,SANTO DOMINGO,18.519908,-69.817726,1/8/2024,7:34:23 AM,1,4,0,4,20.00%,0,1
