Region,ID,CENTRO,PROVINCIA,LAT,LONG,Fecha Reporte,Hora Reporte,Camas Disponibles,Casos Ingresados Sospechosos,Casos Ingresados Confirmados,Casos Ingresados,% Disponibilidad,Fallecidos,Ingresados 
R5,113, EVANGELINA RODRIGUEZ PEROZO,LA ALTAGRACIA,18.43,-68.6795,31/10/2023,8:23:16 AM,10,0,0,0,100.00%,0,0
R5,115, GUAYMATE,LA ROMANA,18.587479,-68.977792,31/10/2023,6:07:47 AM,0,0,0,0,,0,0
R6,123, TAIWAN 19 DE MARZO,AZUA,18.450998,-70.739338,31/10/2023,8:08:09 AM,5,19,6,25,16.67%,0,4
R6,124, GUAYABAL,AZUA,18.750798,-70.837028,31/10/2023,8:07:43 AM,9,1,0,1,90.00%,0,1
R6,126, PERALTA,AZUA,18.578447,-70.756257,31/10/2023,8:05:40 AM,9,0,0,0,100.00%,0,1
R6,127, BANICA,ELIAS PIÑA,19.080778,-71.698578,31/10/2023,6:34:11 AM,5,0,0,0,100.00%,0,0
R6,130, EL CERCADO,SAN JUAN,18.7261,-71.5145,31/10/2023,8:04:15 AM,12,2,1,3,80.00%,0,0
R6,131, JUAN DE HERRERA,SAN JUAN,18.877519,-71.246458,31/10/2023,6:15:02 AM,7,2,0,2,77.78%,0,2
R6,133, DR ALEJANDRO CABRAL,SAN JUAN,18.8031,-71.225,31/10/2023,8:43:45 AM,14,0,16,16,46.67%,0,6
R7,135, JULIO ALVAREZ ACOSTA,MONTE CRISTI,19.715,-71.5009,31/10/2023,7:27:39 AM,0,0,0,0,,0,0
R7,138, VILLA LOS ALMACIGOS,SANTIAGO RODRIGUEZ,19.410504,-71.443884,31/10/2023,8:15:39 AM,0,0,0,0,,0,0
R7,139, MONCION,SANTIAGO RODRIGUEZ,19.4102,-71.1622,31/10/2023,7:41:00 AM,10,2,0,2,83.33%,0,0
R7,140, GENERAL SANTIAGO RODRIGUEZ,SANTIAGO RODRIGUEZ,19.4783,-71.3416,31/10/2023,8:09:09 AM,0,9,1,10,0.00%,0,2
R7,141, VILLA VASQUEZ,MONTE CRISTI,19.736781,-71.444145,31/10/2023,7:16:53 AM,0,0,0,0,,0,0
R7,142, JOSE FAUSTO OVALLE,VALVERDE,19.5997,-70.9816,31/10/2023,8:27:31 AM,10,3,0,3,76.92%,0,0
R7,143, JULIO MORONTA,VALVERDE,19.655348,-71.105069,31/10/2023,8:25:10 AM,0,0,0,0,,0,0
R7,144, RAMON ADRIANO VILLALONA,DAJABON,19.4219,-71.615,31/10/2023,7:35:36 AM,10,2,0,2,83.33%,0,1
R7,147, RESTAURACION,DAJABON,19.3145,-71.6957,31/10/2023,8:29:37 AM,0,3,0,3,0.00%,0,3
R7,148, ING LUIS L BOGAERT,VALVERDE,19.5388,-71.0819,31/10/2023,8:31:56 AM,1,1,0,1,50.00%,0,0
R7,163, PARTIDO,DAJABON,19.476748,-71.54446,31/10/2023,7:23:41 AM,0,0,0,0,,0,0
R7,2053, JOSE FRANCISCO PENA GOMEZ,VALVERDE,19.555376,-71.076672,31/10/2023,8:18:55 AM,2,2,2,4,33.33%,0,1
R8,151, DR JUAN ANTONIO CASTILLO,LA VEGA,19.319508,-70.543876,31/10/2023,8:41:17 AM,8,4,0,4,66.67%,0,3
R8,154, DR LUIS MORILLO KING,LA VEGA,19.219301,-70.521654,31/10/2023,8:22:48 AM,19,4,4,8,70.37%,0,3
R8,157, SIGFREDO ALBA,SANCHEZ RAMIREZ,19.120591,-70.296595,31/10/2023,7:38:17 AM,4,12,1,13,23.53%,0,4
R8,158, MAIMON,MONSEÑOR NOUEL,18.903123,-70.267044,31/10/2023,8:36:40 AM,8,0,0,0,100.00%,0,0
R8,159, CEVICOS,SANCHEZ RAMIREZ,19.010435,-69.989657,31/10/2023,8:00:08 AM,0,0,0,0,,0,0
R8,160, OCTAVIA GAUTIER DE VIDAL,LA VEGA,19.124377,-70.641028,31/10/2023,8:29:38 AM,0,8,0,8,0.00%,0,2
R8,161,JIMA ABAJO,LA VEGA,19.108553,-70.370683,31/10/2023,7:45:04 AM,0,4,0,4,0.00%,0,2
R8,902, CENTRO DE SALUD INTEGRAL Y DESARROLLO CENSAIDE,LA VEGA,19.218517,-70.534766,31/10/2023,7:05:07 AM,3,4,1,5,37.50%,0,0
R8,2013, DR JOSE A COLUMNA,MONSEÑOR NOUEL,18.9400323,-70.411,31/10/2023,7:32:22 AM,3,1,0,1,75.00%,0,0
R0,9, DR ROBERT REID CABRAL,DISTRITO NACIONAL,18.452469,-69.923584,01/11/2023,6:30:20,0,143,18,161,0.00%,1,40
R0,11, SANTO CRISTO DE LOS MILAGROS,MONTE PLATA,18.7545,-69.631,01/11/2023,7:06:39,0,3,0,3,0.00%,0,0
R0,13, YAMASA,MONTE PLATA,18.77,-70.02,01/11/2023,7:07:36,1,17,0,17,5.56%,0,5
R0,14,BOCA CHICA,SANTO DOMINGO,18.434952,-69.633935,01/11/2023,8:43:36,4,28,0,28,12.50%,0,5
R0,17, RODOLFO DE LA CRUZ LORA,SANTO DOMINGO,18.571946,-70.10317,01/11/2023,7:59:49,12,22,0,22,35.29%,0,6
R0,18,ELVIRA ECHAVARRIA VIUDA CASTILLO,SANTO DOMINGO,18.553232,-69.708821,01/11/2023,10:06:12,3,1,0,1,75.00%,0,1
R0,20, SAN LORENZO DE LOS MINA,SANTO DOMINGO,18.5093831,-69.8683043,01/11/2023,6:28:19,0,11,0,11,0.00%,0,24
R0,22, DR JACINTO IGNACIO MANON,DISTRITO NACIONAL,18.506827,-69.989,01/11/2023,8:14:13,0,19,6,25,0.00%,0,7
R0,31, DR MARCELINO VELEZ SANTANA,SANTO DOMINGO,18.473463,-69.971416,01/11/2023,7:48:00,0,56,2,58,0.00%,0,22
R0,34, DR VINICIO CALVENTI,SANTO DOMINGO,18.526,-70.0535,01/11/2023,6:55:31,3,20,0,20,13.04%,0,8
R0,36, ENGOMBE,SANTO DOMINGO,18.460937,-69.995418,01/11/2023,6:53:00,0,45,0,45,0.00%,0,15
R0,1366, EL ALMIRANTE,SANTO DOMINGO,18.519908,-69.817726,01/11/2023,6:05:17,1,20,3,23,4.17%,0,5
R0,1581, DR ANGEL CONTRERAS,MONTE PLATA,18.8049,-69.7895,01/11/2023,7:34:51,7,23,0,23,23.33%,0,10
R0,1663, PEDIATRICO DR HUGO MENDOZA,SANTO DOMINGO,18.54651,-69.882108,01/11/2023,7:43:48,0,173,36,209,0.00%,0,48
R0,2087,FELIX MARIA GOICO,DISTRITO NACIONAL,18.4902,-69.9023,01/11/2023,9:06:17,13,7,3,10,56.52%,0,0
R0,2088, CIUDAD JUAN BOSH,SANTO DOMINGO,18.494,-69.7475,01/11/2023,7:45:01,0,13,6,19,0.00%,0,3
R1,37, NIZAO,PERAVIA,18.2462,-70.2093,01/11/2023,10:41:58,0,14,0,14,0.00%,0,2
R1,38, BARSEQUILLO,SAN CRISTOBAL,18.426898,-70.033011,01/11/2023,8:30:23,1,3,1,4,20.00%,0,2
R1,39, CAMBITA PUEBLO,SAN CRISTOBAL,18.457217,-70.176042,01/11/2023,8:49:21,2,12,0,12,14.29%,0,4
R1,40, CAMBITA GARABITO,SAN CRISTOBAL,18.454091,-70.197736,01/11/2023,7:17:39,0,0,0,0,,0,0
R1,41, NUESTRA SENORA DE REGLA,PERAVIA,18.2793,-70.3394,01/11/2023,10:40:46,0,33,0,33,0.00%,0,15
R1,42, TOMASINA VALDEZ,SAN CRISTOBAL,18.265034,-70.14824,01/11/2023,8:06:08,0,6,0,6,0.00%,0,3
R1,43, JUAN PABLO PINA,SAN CRISTOBAL,18.4186,-70.1146,01/11/2023,9:03:53,3,26,0,26,10.34%,0,10
R1,44, VILLA FUNDACION,PERAVIA,18.2759,-70.496,01/11/2023,9:30:21,26,8,0,8,76.47%,0,1
R1,45, YAGUATE,SAN CRISTOBAL,18.336831,-70.184422,01/11/2023,10:28:00,12,6,1,7,63.16%,0,1
R1,46, VILLA ALTAGRACIA,SAN CRISTOBAL,18.669254,-70.169893,01/11/2023,9:56:18,10,3,1,4,71.43%,0,0
R1,48, SAN JOSE,SAN JOSE DE OCOA,18.542643,-70.508749,01/11/2023,9:17:55,3,51,0,51,5.56%,0,15
R1,2060, DR RAFAEL J MANON,SAN CRISTOBAL,18.4096272,-70.1155559,01/11/2023,7:32:48,0,0,0,0,,0,0
R1,2077, NUESTRA SRA DE LA ALTAGRACIA,SAN CRISTOBAL,18.6729,-70.1709,01/11/2023,9:55:49,0,0,0,0,,0,0
R2,53, TORIBIO BENCOSME,ESPAILLAT,19.38909,-70.518687,01/11/2023,9:58:30,0,17,0,17,0.00%,0,6
R2,63, YRENE FERNANDEZ,SANTIAGO,19.3258,-70.819,01/11/2023,10:52:48,7,1,0,1,87.50%,0,1
R2,65, SABANA IGLESIA,SANTIAGO,19.3235,-70.7531,01/11/2023,8:04:18,3,0,0,0,100.00%,0,0
R2,75, NAPIER DIAZ,SANTIAGO,19.543484,-70.792479,01/11/2023,10:40:36,6,3,2,5,54.55%,0,1
R2,76, LILIAN FERNANDEZ,SANTIAGO,19.566194,-70.872656,01/11/2023,8:00:16,0,4,0,4,0.00%,0,1
R2,564, HATO DEL YAQUE,SANTIAGO,19.453,-70.7692,01/11/2023,8:19:18,0,8,0,8,0.00%,0,0
R2,1672, DR RAFAEL CASTRO,SANTIAGO,19.484005,-70.749086,01/11/2023,8:49:09,4,4,0,4,50.00%,0,3
R2,1737, RAFAEL GUTIERREZ,ESPAILLAT,19.340542,-70.48148,01/11/2023,9:30:22,9,2,0,2,81.82%,0,1
R3,78, CASTILLO,DUARTE,19.209166,-70.024442,01/11/2023,9:13:33,13,7,0,7,65.00%,0,1
R3,79, DRA ETANAILDA BRITO,DUARTE,19.199374,-70.224014,01/11/2023,6:51:13,0,0,0,0,,0,0
R3,81, SAN VICENTE DE PAUL,DUARTE,19.305187,-70.25579,01/11/2023,6:14:15,12,30,10,40,23.08%,0,30
R3,82, ALICIA DE LEGENDRE,DUARTE,19.180204,-69.91486,01/11/2023,9:03:51,0,0,0,0,,0,0
R3,83, PASCASIO TORIBIO PIANTINI,HERMANAS MIRABAL,19.373603,-70.419328,01/11/2023,7:26:18,6,4,1,5,54.55%,0,1
R3,84, DR ANGEL CONCEPCION LAJARA,HERMANAS MIRABAL,19.369182,-70.354079,01/11/2023,8:43:57,0,5,0,5,0.00%,0,0
R3,85, VILLA TAPIA,HERMANAS MIRABAL,19.307666,-70.422247,01/11/2023,10:11:27,2,0,0,0,100.00%,0,0
R3,86, DR VIRGILIO A GARCIA,MARIA TRINIDAD SANCHEZ,19.643323,-69.903624,01/11/2023,8:30:43,0,0,0,0,,0,0
R3,93, LEOPOLDO POU,SAMANA,19.21,-69.34,01/11/2023,8:47:09,14,1,0,1,93.33%,0,1
R3,1666, DESIDERIO ACOSTA,MARIA TRINIDAD SANCHEZ,19.6321,-70.075034,01/11/2023,9:29:07,23,0,1,1,95.83%,0,1
R3,2084, DR CARLOS A ZAFRA,MARIA TRINIDAD SANCHEZ,19.3747,-69.8484,01/11/2023,10:48:14,8,0,4,4,66.67%,0,0
R3,2085, DR ROMAN BAUTISTA BRACHE,HERMANAS MIRABAL,19.3763,-70.419,01/11/2023,8:21:50,30,0,0,0,100.00%,0,0
R4,98, CABRAL,BARAHONA,18.248766,-71.209176,01/11/2023,10:38:20,1,5,4,9,10.00%,0,1
R4,103, VICENTE NOBLE,BARAHONA,18.386504,-71.172309,01/11/2023,10:02:37,4,0,2,2,66.67%,0,0
R4,104, JOSE PEREZ,INDEPENDENCIA,18.375609,-71.520812,01/11/2023,11:01:55,6,0,0,0,100.00%,0,0
R4,105, GENERAL MELENCIANO,INDEPENDENCIA,18.492786,-71.851355,01/11/2023,9:49:51,0,17,0,17,0.00%,0,4
R4,106, LA DESCUBIERTA,INDEPENDENCIA,18.569963,-71.725361,01/11/2023,7:33:30,10,2,2,4,71.43%,0,1
R4,107, ELIO FIALLO,PEDERNALES,18.032572,-71.745313,01/11/2023,8:35:37,13,11,0,11,54.17%,0,7
R4,1654, TEOFILO GAUTIER,BARAHONA,18.276958,-71.317734,01/11/2023,9:45:15,6,4,0,4,60.00%,0,1
R5,108, MICHES,EL SEIBO,18.982451,-69.0472,01/11/2023,9:17:31,12,1,0,1,92.31%,0,1
R5,111, LEOPOLDO MARTINEZ,HATO MAYOR,18.760991,-69.250156,01/11/2023,7:01:34,4,4,4,8,33.33%,0,3
R5,113, EVANGELINA RODRIGUEZ PEROZO,LA ALTAGRACIA,18.43,-68.6795,01/11/2023,8:27:06,20,0,0,0,100.00%,0,0
R5,115, GUAYMATE,LA ROMANA,18.587479,-68.977792,01/11/2023,6:07:47,0,0,0,0,,,0
R6,123, TAIWAN 19 DE MARZO,AZUA,18.450998,-70.739338,01/11/2023,7:37:53,10,36,12,48,17.24%,0,10
R6,124, GUAYABAL,AZUA,18.750798,-70.837028,01/11/2023,8:02:40,18,4,0,4,81.82%,0,4
R6,125, NUESTRA SENORA DEL CARMEN,AZUA,18.729671,-70.941549,01/11/2023,8:55:14,17,29,12,41,29.31%,0,8
R6,126, PERALTA,AZUA,18.578447,-70.756257,01/11/2023,8:36:02,19,0,0,0,100.00%,0,1
R6,127, BANICA,ELIAS PIÑA,19.080778,-71.698578,01/11/2023,6:44:40,10,0,0,0,100.00%,0,0
R6,128, ROSA DUARTE,ELIAS PIÑA,18.875459,-71.698168,01/11/2023,8:24:58,6,18,0,18,25.00%,0,6
R6,129, HONDO VALLE,ELIAS PIÑA,18.715122,-71.695067,01/11/2023,8:48:17,16,0,2,2,88.89%,0,0
R6,130, EL CERCADO,SAN JUAN,18.7261,-71.5145,01/11/2023,8:32:47,25,4,1,5,83.33%,0,0
R6,131, JUAN DE HERRERA,SAN JUAN,18.877519,-71.246458,01/11/2023,6:22:52,14,6,0,6,70.00%,0,2
R6,132, DR FEDERICO ARMANDO AYBAR,SAN JUAN,18.877502,-71.521026,01/11/2023,8:39:56,30,6,6,12,71.43%,0,6
R6,133, DR ALEJANDRO CABRAL,SAN JUAN,18.8031,-71.225,01/11/2023,8:37:56,25,0,35,35,41.67%,0,6
R6,134, VALLEJUELO,SAN JUAN,18.6537,-71.3369,01/11/2023,9:23:20,10,2,3,5,66.67%,0,1
R7,135, JULIO ALVAREZ ACOSTA,MONTE CRISTI,19.715,-71.5009,01/11/2023,8:14:51,0,0,0,0,,0,0
R7,138, VILLA LOS ALMACIGOS,SANTIAGO RODRIGUEZ,19.410504,-71.443884,01/11/2023,6:43:01,0,0,0,0,,0,0
R7,139, MONCION,SANTIAGO RODRIGUEZ,19.4102,-71.1622,01/11/2023,8:13:08,19,4,0,4,82.61%,0,0
R7,140, GENERAL SANTIAGO RODRIGUEZ,SANTIAGO RODRIGUEZ,19.4783,-71.3416,01/11/2023,8:22:29,0,16,3,19,0.00%,0,3
R7,141, VILLA VASQUEZ,MONTE CRISTI,19.736781,-71.444145,01/11/2023,7:56:28,0,0,0,0,,0,0
R7,142, JOSE FAUSTO OVALLE,VALVERDE,19.5997,-70.9816,01/11/2023,6:56:01,20,6,0,6,76.92%,0,2
R7,143, JULIO MORONTA,VALVERDE,19.655348,-71.105069,01/11/2023,8:01:33,0,0,0,0,,0,0
R7,144, RAMON ADRIANO VILLALONA,DAJABON,19.4219,-71.615,01/11/2023,8:01:18,20,5,0,5,80.00%,0,2
R7,145, PADRE FANTINO,MONTE CRISTI,19.8508,-71.6452,01/11/2023,7:05:26,10,2,1,3,76.92%,0,0
R7,147, RESTAURACION,DAJABON,19.3145,-71.6957,01/11/2023,8:17:37,0,4,0,4,0.00%,0,4
R7,148, ING LUIS BOGAERT,VALVERDE,19.5388,-71.0819,01/11/2023,8:32:39,1,3,0,3,25.00%,0,1
R7,163, PARTIDO,DAJABON,19.476748,-71.54446,01/11/2023,7:09:43,0,0,0,0,,0,0
R7,2053, JOSE FRANCISCO PENA GOMEZ,VALVERDE,19.555376,-71.076672,01/11/2023,8:24:49,4,6,3,9,30.77%,0,3
R8,151, DR JUAN ANTONIO CASTILLO,LA VEGA,19.319508,-70.543876,01/11/2023,7:26:04,12,11,0,11,52.17%,0,9
R8,154, DR LUIS MORILLO KING,LA VEGA,19.219301,-70.521654,01/11/2023,10:59:48,36,9,9,18,66.67%,0,8
R8,156, VILLA LA MATA,SANCHEZ RAMIREZ,19.101013,-70.158283,01/11/2023,8:22:03,8,8,0,8,50.00%,0,3
R8,157, SIGFREDO ALBA,SANCHEZ RAMIREZ,19.120591,-70.296595,01/11/2023,7:43:36,8,24,2,26,23.53%,0,7
R8,158, MAIMON,MONSEÑOR NOUEL,18.903123,-70.267044,01/11/2023,9:03:47,12,4,0,4,75.00%,0,3
R8,159, CEVICOS,SANCHEZ RAMIREZ,19.010435,-69.989657,01/11/2023,8:27:33,0,0,0,0,,0,0
R8,160, OCTAVIA GAUTIER DE VIDAL,LA VEGA,19.124377,-70.641028,01/11/2023,10:12:19,0,14,0,14,0.00%,0,3
R8,161, JIMA ABAJO,LA VEGA,19.108553,-70.370683,01/11/2023,6:59:59,0,8,1,9,0.00%,0,3
R8,902, CENTRO DE SALUD INTEGRAL Y DESARROLLO CENSAIDE,LA VEGA,19.218517,-70.534766,01/11/2023,7:06:01,3,12,3,15,16.67%,0,4
R8,2013, DR JOSE A COLUMNA,MONSEÑOR NOUEL,18.9400323,-70.411,01/11/2023,7:06:06,6,2,0,2,75.00%,0,0
R0,9, DR ROBERT REID CABRAL,DISTRITO NACIONAL,18.452469,-69.923584,02/11/2023,8:13:35 AM,5,65,10,75,6.25%,1,21
R0,11, SANTO CRISTO DE LOS MILAGROS,MONTE PLATA,18.7545,-69.631,02/11/2023,7:18:11 AM,0,1,0,1,0.00%,0,0
R0,13, YAMASA,MONTE PLATA,18.77,-70.02,02/11/2023,7:48:40 AM,0,9,0,9,0.00%,0,3
R0,14, BOCA CHICA,SANTO DOMINGO,18.434952,-69.633935,02/11/2023,8:41:55 AM,6,9,0,9,40.00%,0,3
R0,17, RODOLFO DE LA CRUZ LORA,SANTO DOMINGO,18.571946,-70.10317,02/11/2023,7:54:24 AM,3,10,0,10,23.08%,0,2
R0,18, ELVIRA ECHAVARRIA VIUDA CASTILLO,SANTO DOMINGO,18.553232,-69.708821,02/11/2023,9:01:54 AM,3,1,0,1,75.00%,0,1
R0,20, SAN LORENZO DE LOS MINA,SANTO DOMINGO,18.5093831,-69.8683043,02/11/2023,6:19:55 AM,0,4,0,4,0.00%,0,11
R0,22, DR JACINTO IGNACIO MANON,DISTRITO NACIONAL,18.506827,-69.989,02/11/2023,8:46:56 AM,0,9,3,12,0.00%,0,1
R0,31, DR MARCELINO VELEZ SANTANA,SANTO DOMINGO,18.473463,-69.971416,02/11/2023,8:20:29 AM,0,25,0,25,0.00%,0,2
R0,34, DR VINICIO CALVENTI,SANTO DOMINGO,18.526,-70.0535,02/11/2023,6:51:02 AM,1,13,0,13,7.14%,0,3
R0,36, ENGOMBE,SANTO DOMINGO,18.460937,-69.995418,02/11/2023,7:11:59 AM,0,23,0,23,0.00%,0,5
R0,1366, EL ALMIRANTE,SANTO DOMINGO,18.519908,-69.817726,02/11/2023,6:28:38 AM,0,10,3,13,0.00%,0,3
R0,1581, DR ANGEL CONTRERAS,MONTE PLATA,18.8049,-69.7895,02/11/2023,9:31:05 AM,0,12,9,21,0.00%,0,3
R0,1663, PEDIATRICO DR HUGO MENDOZA,SANTO DOMINGO,18.54651,-69.882108,02/11/2023,8:21:49 AM,0,98,15,113,0.00%,0,21
R0,2087, FELIX MARIA GOICO,DISTRITO NACIONAL,18.4902,-69.9023,02/11/2023,8:56:18 AM,9,2,0,2,81.82%,0,2
R0,2088, CIUDAD JUAN BOSH,SANTO DOMINGO,18.494,-69.7475,02/11/2023,7:30:02 AM,0,6,4,10,0.00%,0,4
R1,39, CAMBITA PUEBLO,SAN CRISTOBAL,18.457217,-70.176042,02/11/2023,8:38:57 AM,0,7,0,7,0.00%,0,1
R1,40, CAMBITA GARABITO,SAN CRISTOBAL,18.454091,-70.197736,02/11/2023,9:07:25 AM,0,0,0,0,,0,0
R1,43, JUAN PABLO PINA,SAN CRISTOBAL,18.4186,-70.1146,02/11/2023,8:46:18 AM,0,18,0,18,0.00%,0,6
R1,48, SAN JOSE,SAN JOSE DE OCOA,18.542643,-70.508749,02/11/2023,8:57:16 AM,7,17,0,17,29.17%,0,5
R1,2060, DR RAFAEL J MANON,SAN CRISTOBAL,18.4096272,-70.1155559,02/11/2023,7:49:56 AM,0,0,0,0,,0,0
R2,52, JOSE CONTRERAS,ESPAILLAT,19.470503,-70.451454,02/11/2023,7:27:31 AM, 1 ,0,3,3,25.00%,0,0
R2,53, TORIBIO BENCOSME,ESPAILLAT,19.38909,-70.518687,02/11/2023,9:17:48 AM,0,10,0,10,0.00%,0,2
R2,54, MANUEL JOAQUIN MENDOZA CASTILLO,PUERTO PLATA,19.7089,-70.8473,02/11/2023,8:20:45 AM,0,0,2,2,0.00%,0,0
R2,63, YRENE FERNANDEZ,SANTIAGO,19.3258,-70.819,02/11/2023,7:12:12 AM,7,0,1,1,87.50%,0,0
R2,65, SABANA IGLESIA,SANTIAGO,19.3235,-70.7531,02/11/2023,7:05:08 AM,6,2,0,2,75.00%,0,0
R2,75, NAPIER DIAZ,SANTIAGO,19.543484,-70.792479,02/11/2023,8:52:02 AM,1,0,1,1,50.00%,0,0
R2,76, LILIAN FERNANDEZ,SANTIAGO,19.566194,-70.872656,02/11/2023,7:03:26 AM,0,3,0,3,0.00%,0,0
R2,564, HATO DEL YAQUE,SANTIAGO,19.453,-70.7692,02/11/2023,8:33:23 AM,0,6,0,6,0.00%,0,2
R2,1652, PRESIDENTE ESTELLA URENA,SANTIAGO,19.4673,-70.7112,02/11/2023,9:20:05 AM,0,4,1,5,0.00%,0,3
R2,1675, JORGE ARMANDO MARTINEZ,SANTIAGO,19.485237,-70.615993,02/11/2023,9:05:28 AM,0,0,0,0,,0,0
R2,1737, RAFAEL GUTIERREZ,ESPAILLAT,19.340542,-70.48148,02/11/2023,9:13:02 AM,9,2,0,2,0.00%,0,0
R3,78, CASTILLO,DUARTE,19.209166,-70.024442,02/11/2023,9:01:51 AM,7,3,0,3,70.00%,0,0
R3,81, SAN VICENTE DE ??UL,DUARTE,19.305187,-70.25579,02/11/2023,6:34:43 AM,6,15,6,21,22.22%,0,15
R3,82, ALlClA ?? LEGENORE,DUARTE,19.180204,-69.91486,02/11/2023,8:16:35 AM,0,0,0,0,,0,0
R3,83, PASCASlO ??????? ????????,HERMANAS MIRABAL,19.373603,-70.419328,02/11/2023,6:49:05 AM,2,3,1,4,33.33%,0,0
R3,85, VILL? ?????,HERMANAS MIRABAL,19.307666,-70.422247,02/11/2023,8:30:20 AM,2,0,0,0,100.00%,0,0
R3,93, LEOPOLDO POU,SAMANA,19.21,-69.34,02/11/2023,8:21:53 AM,7,0,1,1,87.50%,0,1
R3,1666,DESIDERIO ACOSTA,MARIA TRINIDAD SANCHEZ,19.6321,-70.075034,02/11/2023,9:36:48 AM,12,0,0,0,100.00%,0,0
R3,2084, DR CARLOS ? ZAFRA,MARIA TRINIDAD SANCHEZ,19.3747,-69.8484,02/11/2023,6:21:44 AM,3,2,3,5,37.50%,0,2
R3,2085, DR ROMAN BAUTISTA BRACHE,HERMANAS MIRABAL,19.3763,-70.419,02/11/2023,8:20:03 AM,15,0,0,0,100.00%,0,0
R4,100, POLO,BARAHONA,18.091765,-71.279098,02/11/2023,7:36:40 AM,0,0,0,0,,0,0
R4,103, VICENTE ?????,BARAHONA,18.386504,-71.172309,02/11/2023,9:24:41 AM,4,0,2,2,66.67%,0,2
R4,105, GENERAL MELENCIANO,INDEPENDENCIA,18.492786,-71.851355,02/11/2023,9:29:58 AM,4,10,0,10,28.57%,0,1
R4,106,LA DESCUBIERTA,INDEPENDENCIA,18.569963,-71.725361,02/11/2023,9:35:50 AM,6,0,0,0,100.00%,0,0
R4,107,ELIO FIALLO,PEDERNALES,18.032572,-71.745313,02/11/2023,8:43:43 AM,8,4,0,4,66.67%,0,2
R4,1654,TEOFILO GAUTIER,BARAHONA,18.276958,-71.317734,02/11/2023,8:32:51 AM,6,5,0,5,54.55%,0,2
R5,108, MICHES,EL SEIBO,18.982451,-69.0472,02/11/2023,9:15:16 AM,3,2,2,4,42.86%,0,3
R5,111, LEOPOLDO MARTlNEZ,HATO MAYOR,18.760991,-69.250156,02/11/2023,6:59:10 AM,2,2,3,5,28.57%,0,2
R5,115, GUAYMATE,LA ROMANA,18.587479,-68.977792,02/11/2023,6:19:30 AM,6,0,0,0,100.00%,0,0
R5,2384,VILLA HERMOSA,LA ROMANA,18.49231985,-69.03306452,02/11/2023,6:43:16 AM,4,2,0,2,66.67%,0,1
R6,123,TAIWAN 19 DE MARZO,AZUA,18.450998,-70.739338,02/11/2023,9:15:17 AM,4,19,7,26,13.33%,0,5
R6,124,GUAYABAL,AZUA,18.750798,-70.837028,02/11/2023,8:27:08 AM,9,4,0,4,69.23%,0,4
R6,125,NUESTRA SENORA DEL CARMEN,AZUA,18.729671,-70.941549,02/11/2023,8:44:29 AM,4,8,6,14,22.22%,0,0
R6,126,PERALTA,AZUA,18.578447,-70.756257,02/11/2023,8:30:58 AM,7,3,0,3,70.00%,0,1
R6,127,BANICA,ELIAS PIÑA,19.080778,-71.698578,02/11/2023,7:00:38 AM,5,0,0,0,100.00%,0,0
R6,128,ROSA DUARTE,ELIAS PIÑA,18.875459,-71.698168,02/11/2023,8:00:04 AM,6,6,0,6,50.00%,0,0
R6,129,HONDO VALLE,ELIAS PIÑA,18.715122,-71.695067,02/11/2023,8:54:02 AM,8,0,1,1,88.89%,0,0
R6,130,EL CERCADO,SAN JUAN,18.7261,-71.5145,02/11/2023,8:53:33 AM,11,4,0,4,73.33%,0,0
R6,131,JUAN DE HERRERA,SAN JUAN,18.877519,-71.246458,02/11/2023,6:16:05 AM,7,4,0,4,63.64%,0,0
R6,132,DR FEDERICO ARMANDO AYBAR,SAN JUAN,18.877502,-71.521026,02/11/2023,9:28:42 AM,20,3,5,8,71.43%,0,4
R6,133,DR ALEJANDRO CABRAL,SAN JUAN,18.8031,-71.225,02/11/2023,8:45:59 AM,10,0,20,20,33.33%,0,2
R6,134,VALLEJUELO,SAN JUAN,18.6537,-71.3369,02/11/2023,9:03:10 AM,5,3,2,5,50.00%,0,2
R7,135, JULIO ALVAREZ ACOSTA,MONTE CRISTI,19.715,-71.5009,02/11/2023,7:37:27 ??,0,0,0,0,,0,0
R7,138, VILLA LOS ALMACIGOS,SANTIAGO RODRIGUEZ,19.410504,-71.443884,02/11/2023,8:37:58 ??,0,0,0,0,,0,0
R7,139, MONCION,SANTIAGO RODRIGUEZ,19.4102,-71.1622,02/11/2023,8:55:47 ??,9,2,0,2,81.82%,0,1
R7,140, GENERAL SANTIAGO RODRIGUEZ,SANTIAGO RODRIGUEZ,19.4783,-71.3416,02/11/2023,7:43:00 ??,1,5,1,6,14.29%,0,1
R7,142, JOSE FAUSTO OVALLE,VALVERDE,19.5997,-70.9816,02/11/2023,7:29:08 ??,10,3,0,3,76.92%,0,0
R7,143, JULIO MORONTA,VALVERDE,19.655348,-71.105069,02/11/2023,8:06:21 ??,0,0,0,0,,0,0
R7,144, RAMON ADRIANO VILLALONA,DAJABON,19.4219,-71.615,02/11/2023,8:02:29 ??,10,3,0,3,76.9296,0,1
R7,147, RESTAURACION,DAJABON,19.3145,-71.6957,02/11/2023,8:56:11 ??,0,3,0,3,0.00%,0,3
R7,148, ING LUIS L BOGAERT,VALVERDE,19.5388,-71.0819,02/11/2023,9:33:08 ??,0,4,0,4,0.00%,0,0
